literal	file	line	platform	ownership	new_value	compatibility	owner_phase
path-consumer	docs/archive/security/20260516-tls_acme_implementation.md	424	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/	docs/archive/security/20260516-tls_acme_implementation.md	666	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/hf-token	docs/archive/spawn-v2/20260529-spawn-v2-backend.md	178	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor	docs/archive/spawn-v2/20260529-spawn-v2-backend.md	540	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
%APPDATA%/llama-monitor	docs/archive/spawn-v2/20260529-spawn-v2-backend.md	541	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/model-defaults.json	docs/archive/spawn-v2/20260529-spawn-v2-backend.md	613	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/model-cache/<sha256>.json	docs/archive/spawn-v2/20260529-spawn-v2-backend.md	639	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/hf-token	docs/archive/spawn-v2/20260529-spawn-v2-backend.md	784	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260529-spawn-v2-overview.md	288	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/model-defaults.json	docs/archive/spawn-v2/20260529-spawn-v2-overview.md	300	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/hf-token	docs/archive/spawn-v2/20260529-spawn-v2-reference.md	102	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/hf-token	docs/archive/spawn-v2/20260529-spawn-v2-research.md	52	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260529-spawn-v2-research.md	53	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260529-spawn-v2-research.md	75	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260529-spawn-v2-research.md	76	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	docs/archive/spawn-v2/20260529-spawn-v2-research.md	150	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	docs/archive/spawn-v2/20260529-spawn-v2-research.md	169	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/model-cache/<sha256>.json	docs/archive/spawn-v2/20260529-spawn-v2-research.md	678	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	docs/archive/spawn-v2/20260612-pr215_second_polishpass.md	943	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-pr215_second_polishpass.md	1222	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-pr215_second_polishpass.md	1471	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-sleep_handling.md	7	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-sleep_handling.md	9	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-sleep_handling.md	34	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-sleep_handling.md	47	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-sleep_handling.md	507	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-sleep_handling.md	659	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/spawn-v2/20260612-sleep_handling.md	683	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/archive/spawn-v2/20260619-low_power_enable_logging.md	99	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	docs/archive/testing/20260420-ui-test-runbook.md	82	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/ssh-known-hosts.json	docs/archive/testing/20260420-ui-test-runbook.md	90	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/testing/20260420-ui-test-runbook.md	106	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/testing/20260420-ui-test-runbook.md	112	unix-cross-platform	test-fixture	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	11	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	28	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	128	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	132	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	142	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	238	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	253	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	303	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	304	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	586	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260419-ui-ux-and-monitoring-roadmap.md	600	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/archive/ui-ux/20260420-modern_ui_enhancements.md	1004	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260420-modern_ui_enhancements.md	3043	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260420-modern_ui_reset_reference.md	331	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260420-modern_ui_reset_reference.md	332	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	docs/archive/ui-ux/20260420-modern_ui_wireframes.md	41	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/archive/ui-ux/20260420-modern_ui_wireframes.md	440	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/archive/ui-ux/20260420-modern_ui_wireframes.md	450	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260424-gpu-system-modernization.md	147	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260424-setup_and_monitor_welcome_view.md	525	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260510-adaptive-layout-enhancements.md	158	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260510-adaptive-layout-enhancements.md	680	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	9	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	40	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	41	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	42	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	43	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	44	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	45	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	46	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	47	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	48	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	49	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	50	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	51	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	52	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	53	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	54	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	55	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	56	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	57	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	61	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	62	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	63	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	64	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	68	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	87	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	88	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	89	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	90	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	91	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	92	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	151	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	153	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	154	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	189	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	265	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	267	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	268	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	320	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	321	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	322	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	323	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	385	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	387	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	388	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	389	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	390	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	391	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	431	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	446	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	490	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	494	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	498	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260520-remote_first_ui_ux_roadmap.md	503	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/ui-ux/20260609-app_themes.md	4	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	43	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	docs/archive/windows/20260621-windows_support_consolidation.md	45	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	49	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	131	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	369	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	372	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/archive/windows/20260621-windows_support_consolidation.md	409	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/archive/windows/20260621-windows_support_consolidation.md	410	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	413	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::config_dir	docs/archive/windows/20260621-windows_support_consolidation.md	415	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
%APPDATA%\llama-monitor	docs/archive/windows/20260621-windows_support_consolidation.md	416	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	docs/archive/windows/20260621-windows_support_consolidation.md	420	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
%APPDATA%\llama-monitor	docs/archive/windows/20260621-windows_support_consolidation.md	428	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor	docs/archive/windows/20260621-windows_support_consolidation.md	429	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::config_dir	docs/archive/windows/20260621-windows_support_consolidation.md	430	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::home_dir	docs/archive/windows/20260621-windows_support_consolidation.md	432	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	434	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::config_dir	docs/archive/windows/20260621-windows_support_consolidation.md	438	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::config_dir	docs/archive/windows/20260621-windows_support_consolidation.md	447	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::home_dir	docs/archive/windows/20260621-windows_support_consolidation.md	448	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	449	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::home_dir	docs/archive/windows/20260621-windows_support_consolidation.md	453	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
%APPDATA%\llama-monitor	docs/archive/windows/20260621-windows_support_consolidation.md	458	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	459	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
%APPDATA%\llama-monitor	docs/archive/windows/20260621-windows_support_consolidation.md	463	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	464	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
%APPDATA%\llama-monitor\logs\	docs/archive/windows/20260621-windows_support_consolidation.md	528	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	docs/archive/windows/20260621-windows_support_consolidation.md	542	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	642	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	652	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	691	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
%APPDATA%\llama-monitor	docs/archive/windows/20260621-windows_support_consolidation.md	695	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	696	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/archive/windows/20260621-windows_support_consolidation.md	717	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/plans/20260524-android_architecture.md	1	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/plans/20260524-android_architecture.md	13	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/plans/20260524-android_architecture.md	37	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/plans/20260524-android_architecture.md	186	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
